MLSNumber,Category,Status,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,YearBuilt,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,AdditionalBankOwned,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR2034114,RES,Closed,24,24,7/26/24,8/19/24 0:00,9/19/24,9/19/24,"$498,000 ","$479,000 ","$470,000 ",618,,Heathland,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Elvira Burkhead,3019892,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Peggy Love,3094814,"Long & Foster Real Estate, Inc.",LNG139,(410) 263-3400,Conventional,StandardSale,StandardSale,StandardSale,3634,2024,0.1,TH,FeeSimple,No,No,Yes,Monthly,93,Monthly,2019,6,2612,,4,4,1,Three,CarriageHouse,"Lower1,Main,Upper1",,Yes,1,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1812,800,,,
MDHR2034096,RES,Closed,19,19,7/26/24,8/13/24 0:00,10/28/24,10/23/24,"$394,990 ","$394,990 ","$394,990 ",921,,Playfair Terrace,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Marion Michelle Branch,3293893,"The Home Team Realty Group, LLC",THTR1,(240) 767-4503,FHA,StandardSale,StandardSale,StandardSale,0,2024,0.05,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2024,1,1951,Excellent,3,2,2,Three,Craftsman,"Lower1,Main,Upper1",,Yes,1,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1951,,Excellent,,
MDHR2034072,RES,Closed,108,108,7/25/24,11/8/24 0:00,11/15/24,11/14/24,"$74,900 ","$59,999 ","$53,500 ",1909,,Bruce,,Aberdeen,MD,21001,HARFORDMD,BUSH RIVER MANOR,Robert Eric Wade,3338389,Integrity Real Estate,RMAX24,(410) 287-8080,Cassandra L Peters,3340437,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Cash,StandardSale,StandardSale,StandardSale,0,2024,0,,GroundRent,No,No,No,,,,2000,25,1100,,3,1,1,One,Other,Main,,No,,,,,,No,No,No,StandardSale,BRIGHT,1100,,,,
MDHR2034042,RES,Closed,94,94,7/25/24,11/15/24 0:00,12/23/24,12/20/24,"$449,900 ","$399,900 ","$384,900 ",461,,Hillcrest,,Aberdeen,MD,21001,HARFORDMD,HILLCREST MANOR,Angela M Zimnoch,83429,Chesapeake Realty Services,CHPKR1,(443) 528-3902,Travis Q Bancroft,3114230,Fathom Realty,FHOM3,(410) 874-8111,VA,StandardSale,StandardSale,StandardSale,3552,2024,0.39,R,FeeSimple,No,No,No,,,,1965,60,2204,,5,3,,Two,"Bilevel,SplitFoyer","Lower1,Main",,No,1,No,Hookup,,,Yes,No,No,StandardSale,BRIGHT,1204,1000,,,
MDHR2033926,RES,Closed,8,8,7/19/24,8/5/24 0:00,9/23/24,9/23/24,"$165,000 ","$165,000 ","$165,000 ",613,,Carsins Run,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Brian William Furr,3268299,HomeSmart,TSTA2,(410) 740-1050,Patricia A Stone,75333,Century 21 Downtown,CDWN1,(410) 547-1116,Cash,StandardSale,StandardSale,StandardSale,2069,2024,2,R,FeeSimple,No,No,No,,,,1935,90,1299,,3,1,,One,Rancher,Main,,Yes,,No,,,,No,No,No,StandardSale,BRIGHT,1299,0,,,
MDHR2034038,RES,Closed,50,50,7/24/24,9/13/24 0:00,9/30/24,9/30/24,"$374,900 ","$362,500 ","$355,000 ",1252,,Fenwick,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Elvira Burkhead,3019892,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Susan E Lambert,78352,EXIT First Realty,EXIT1,(301) 352-8100,Conventional,StandardSale,StandardSale,StandardSale,2622,2024,0.05,TH,FeeSimple,No,No,Yes,Monthly,93,Monthly,2020,5,1660,Excellent,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,No,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1320,340,Excellent,,
MDHR2033978,RES,Closed,30,30,7/23/24,8/21/24 0:00,10/21/24,10/18/24,"$380,000 ","$380,000 ","$400,000 ",514,,Heathland,,Aberdeen,MD,21001,HARFORDMD,TRAILS AT BEECH CREEK,Amy K Occorso,128643,"Real Estate Professionals, Inc.",RELP4,(443) 478-1055,Brendon J Twilley,3078813,The KW Collective,KWR55,(443) 574-1600,FHA,BankOwnedREO,BankOwnedREO,BankOwnedREO,3664,2024,0.1,TH,FeeSimple,No,No,Yes,Monthly,93,Monthly,2020,5,2612,,4,4,,Three,Traditional,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,BankOwnedREO,BRIGHT,1812,800,,,
MDHR2033960,RES,Closed,2,2,7/22/24,7/23/24 0:00,12/16/24,12/13/24,"$660,295 ","$659,700 ","$659,700 ",716,,Cornerstone,,Aberdeen,MD,21001,HARFORDMD,GILBERT MEADOWS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Josephine A Moncure,25604,Cummings & Co. Realtors,CCRL11,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,0,2024,0.19,,FeeSimple,No,No,Yes,Monthly,25,Monthly,2024,1,3599,Excellent,4,3,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,2653,946,Excellent,,
MDHR2033950,RES,Closed,2,2,7/22/24,7/23/24 0:00,12/25/24,12/19/24,"$396,920 ","$397,145 ","$397,145 ",920,,Poppy,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Joseph P Wathen,23775,RE/MAX Advantage Realty,RMA1,(410) 740-1200,VA,StandardSale,StandardSale,StandardSale,0,2024,0.05,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2024,1,1951,Excellent,3,2,1,Three,Craftsman,"Main,Upper1",,Yes,1,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1951,,Excellent,,
MDHR2033888,RES,Closed,4,4,7/20/24,8/15/24 0:00,9/20/24,9/20/24,"$315,000 ","$315,000 ","$315,000 ",1423,,Perrywood Dr.,,Aberdeen,MD,21001,HARFORDMD,PERRYWOOD,Kimberly Nelson,3334628,"Long & Foster Real Estate, Inc.",LNG62,(410) 529-1900,Anita T Davis,27878,"Long & Foster Real Estate, Inc.",LNG185,(410) 453-0500,Conventional,StandardSale,StandardSale,StandardSale,2476,2023,0.25,,FeeSimple,No,No,No,,,,1966,59,2158,,4,2,,Two,SplitLevel,"Lower1,Main,Upper1",,Yes,,,Hookup,,,Yes,No,No,StandardSale,BRIGHT,1798,360,,,
MDHR2033924,RES,Closed,10,10,7/21/24,9/19/24 0:00,10/28/24,10/18/24,"$195,000 ","$195,000 ","$195,000 ",9,,Liberty,,Aberdeen,MD,21001,HARFORDMD,SWAN MEADOWS,Janet Garinther,70036,Cummings & Co Realtors,CCRL8,(410) 823-0033,cory andrew willems,3322416,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Conventional,StandardSale,StandardSale,StandardSale,1654,2024,0.13,TH,FeeSimple,No,No,No,,,,1941,84,1068,,3,2,0,One,Rancher,"Lower1,Lower2,Main,Upper1,Upper2",,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,1068,0,,,
MDHR2033878,RES,Closed,19,19,7/19/24,8/11/24 0:00,9/4/24,9/4/24,"$339,900 ","$339,900 ","$345,000 ",711,,English Ivy,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Mindy A Pirczhalski,76329,Cummings & Co Realtors,CCRL8,(410) 823-0033,Charlesetta Young,3300962,"Sold 100 Real Estate, Inc.",SODR1,(301) 262-3060,FHA,StandardSale,StandardSale,StandardSale,2690,2024,0.05,TH,FeeSimple,No,No,Yes,Monthly,85,Monthly,2016,9,1970,Excellent,3,2,2,Three,"Colonial,Traditional","Main,Upper1,Upper2",,Yes,1,Yes,"BsmtLaundry,MainFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,1520,450,Excellent,,
MDHR2033884,RES,Closed,44,44,7/19/24,8/31/24 0:00,2/3/25,1/29/25,"$489,990 ","$469,585 ","$469,585 ",925,,Swilken Bridge,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Non Member,9999,"Metropolitan Regional Information Systems, Inc.",MRIS1,(301) 838-7200,Cash,StandardSale,StandardSale,StandardSale,0,2025,0.09,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2025,0,2861,Excellent,3,3,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1912,949,Excellent,,
MDHR2033832,RES,Closed,2,2,7/17/24,7/18/24 0:00,12/18/24,12/9/24,"$423,970 ","$423,970 ","$423,970 ",611,,Augustine,,Aberdeen,MD,21001,HARFORDMD,GRACE WOODS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Non Member,9999,"Metropolitan Regional Information Systems, Inc.",MRIS1,(301) 838-7200,Cash,StandardSale,StandardSale,StandardSale,0,2024,0.06,,FeeSimple,Yes,No,Yes,Monthly,180,Monthly,2024,1,2280,Excellent,3,2,1,Three,Traditional,"Main,Upper1",,Yes,1,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1730,550,Excellent,,
MDHR2033572,RES,Closed,11,11,7/15/24,7/30/24 0:00,9/9/24,9/6/24,"$329,000 ","$329,000 ","$309,500 ",65,,Mount Royal,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Kristie R Midash,97240,L. C. Parker Real Estate,LCP1,(410) 275-8101,Dale T Hevesy,3084055,Garceau Realty,GARC1,(410) 803-0714,Conventional,StandardSale,StandardSale,StandardSale,2934,2024,0.63,R,FeeSimple,No,No,No,,,,1921,104,1440,,4,2,,Two,Colonial,"Main,Upper1",,Yes,,Yes,"BsmtLaundry,DryerInUnit,HasLaundry,WasherInUnit",,,No,No,No,StandardSale,BRIGHT,1440,0,,100,
MDHR2033500,RES,Closed,45,45,7/9/24,9/2/24 0:00,9/30/24,9/30/24,"$495,000 ","$475,000 ","$485,000 ",601,,Southgate,,Aberdeen,MD,21001,HARFORDMD,RAMSGATE ESTATES,sarah cruikshank,3298706,"Streett Hopkins Real Estate, LLC",HHC1,(410) 879-7466,Christina Marie Reyes,3269888,Samson Properties,SAMP32,(443) 343-7660,VA,StandardSale,StandardSale,StandardSale,4198,2024,0.35,R,FeeSimple,No,No,No,,,,1963,62,2476,Excellent,4,2,1,Two,"Colonial,Traditional","Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1976,500,Excellent,,
MDHR2033566,RES,Closed,14,14,7/5/24,7/29/24 0:00,8/28/24,8/28/24,"$350,000 ","$350,000 ","$325,000 ",5011,,Bristle Cone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Ronald L Sullivan,113785,Coldwell Banker Realty,CBRB42,(410) 515-2000,Donald L Beecher,83065,Redfin Corp,REFC4,(410) 202-8454,Conventional,StandardSale,StandardSale,StandardSale,2017.19,2024,0.04,,FeeSimple,No,No,Yes,Quarterly,185,Quarterly,2004,21,2080,Excellent,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1480,600,Excellent,,90
MDHR2033764,RES,Closed,2,2,7/16/24,7/17/24 0:00,11/11/24,11/6/24,"$502,310 ","$503,890 ","$503,890 ",4757,,Naples,,Aberdeen,MD,21001,HARFORDMD,GRACE WOODS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Morgan H Muse,3057851,Corner House Realty,CORNH1,(443) 499-3839,Conventional,StandardSale,StandardSale,StandardSale,0,2024,0.14,,FeeSimple,Yes,No,Yes,Monthly,200,Monthly,2024,1,2343,Excellent,3,2,,Two,Traditional,Main,,Yes,2,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1561,782,Excellent,,
MDHR2033762,RES,Closed,2,2,7/16/24,7/17/24 0:00,11/11/24,11/8/24,"$381,545 ","$376,010 ","$376,010 ",904,,Poppy,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Jennifer Lynn Cain,3353597,Beiler-Campbell Realtors-Oxford,BEICAM-O,(610) 932-1000,FHA,StandardSale,StandardSale,StandardSale,0,2024,0.05,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2024,1,1730,Excellent,3,2,1,Three,Craftsman,"Main,Upper1",,Yes,1,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1730,,Excellent,,
MDHR2033656,RES,Closed,8,8,7/12/24,7/25/24 0:00,9/6/24,9/6/24,"$130,000 ","$130,000 ","$146,700 ",3122,,James Run,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Ida D Allred,28613,"American Eagle Realty, INC",AEAG2,(443) 686-7240,Julie C Allred,104674,"American Eagle Realty, INC",AEAG2,(443) 686-7240,Cash,BankOwnedREO,BankOwnedREO,BankOwnedREO,2183,2024,1.01,,FeeSimple,No,No,No,,,,1965,60,1480,,3,1,0,Two,Rancher,"Lower1,Main",,Yes,,No,,,,Yes,No,No,BankOwnedREO,BRIGHT,1480,0,,,
MDHR2033672,RES,Closed,102,102,7/12/24,10/29/24 0:00,11/19/24,11/19/24,"$380,000 ","$345,000 ","$360,000 ",117,,Edmund,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Mecca A Lewis-Shakur,3239435,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,Rodney L Byrd,3334620,,EXRR2,(410) 705-6296,Conventional,StandardSale,StandardSale,StandardSale,3513,2024,0.46,R,FeeSimple,No,No,No,,,,1932,93,1954,,4,2,,Two,FarmhouseNationalFolk,"Main,Upper1",,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,1954,0,,,
MDHR2033010,RES,Closed,58,58,7/11/24,9/22/24 0:00,10/26/24,10/24/24,"$599,000 ","$539,900 ","$545,000 ",573,,Windsong,,Aberdeen,MD,21001,HARFORDMD,WINDEMERE,Shannon L Bowers,3046472,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Casi Ohara,3318266,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,FHA,StandardSale,StandardSale,StandardSale,6981,2024,0.37,R,FeeSimple,No,No,No,,,,2005,20,3456,VeryGood,4,2,1,Three,Colonial,"Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3456,0,VeryGood,,
MDHR2033318,RES,Closed,19,19,7/11/24,7/29/24 0:00,9/12/24,9/12/24,"$250,000 ","$235,000 ","$245,000 ",449,W,Bel Air,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Christopher Craddock,3049573,"EXP Realty, LLC",EXXPR1,(833) 335-7433,Leigh Kaminsky,3255030,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Conventional,StandardSale,StandardSale,StandardSale,2355,2024,0.34,E,FeeSimple,No,No,No,,,,1935,90,1221,,3,1,,Three,CapeCod,"Main,Upper1",,Yes,1,No,,,,No,No,No,StandardSale,BRIGHT,1221,0,,,
MDHR2033504,RES,Closed,34,34,7/9/24,8/12/24 0:00,9/20/24,9/20/24,"$715,000 ","$715,000 ","$665,000 ",1457,,Viridian,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Maria Vila,103884,Cummings & Co Realtors,CCRL8,(410) 823-0033,Lee E. Eder,26934,American Dream Realty and Management,ADRAM1,(443) 640-0090,Conventional,StandardSale,StandardSale,StandardSale,5116,2024,0.35,R,FeeSimple,No,No,Yes,Monthly,93,Monthly,2012,13,4647,Excellent,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3012,1635,Excellent,,
MDHR2033534,RES,Closed,124,124,7/9/24,11/9/24 0:00,12/31/24,12/23/24,"$416,990 ","$379,990 ","$379,990 ",4782,,Sanibel,,Aberdeen,MD,21001,HARFORDMD,GRACE WOODS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,LaKeisha LaVonne Ellis,3323742,Samson Properties,SAMP16,(301) 850-0255,FHA,StandardSale,StandardSale,StandardSale,0,2024,0.06,,FeeSimple,Yes,No,Yes,Monthly,180,Monthly,2024,1,1730,Excellent,3,2,1,Three,Traditional,"Main,Upper1",,Yes,1,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1730,,Excellent,,
MDHR2032966,RES,Closed,8,8,7/9/24,7/18/24 0:00,8/15/24,8/15/24,"$325,000 ","$325,000 ","$325,000 ",700,,English Ivy,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Sarah A. Reynolds,141480,Keller Williams Chantilly Ventures,KWR4,(703) 815-5700,Audra Watkins,3295608,"EXP Realty, LLC",EXXP1,(888) 860-7369,FHA,StandardSale,StandardSale,StandardSale,2768,2024,0.07,TH,FeeSimple,No,No,Yes,Monthly,85,Monthly,2016,9,1970,,3,2,1,Three,Traditional,"Main,Upper1",,Yes,1,No,,,,Yes,No,No,StandardSale,BRIGHT,1970,,,,
MDHR2033480,RES,Closed,2,2,7/8/24,7/9/24 0:00,8/1/24,7/31/24,"$519,990 ","$519,990 ","$519,990 ",4773,,Naples,,Aberdeen,MD,21001,HARFORDMD,GRACE WOODS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Non Member,9999,"Metropolitan Regional Information Systems, Inc.",MRIS1,(301) 838-7200,Conventional,StandardSale,StandardSale,StandardSale,0,2024,0.14,,FeeSimple,Yes,No,Yes,Monthly,200,Monthly,2024,1,2343,Excellent,3,2,,Two,Traditional,Main,,Yes,2,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1561,782,Excellent,,
MDHR2033476,RES,Closed,2,2,7/8/24,7/9/24 0:00,8/1/24,7/31/24,"$460,000 ","$460,000 ","$460,000 ",4788,,Sanibel,,Aberdeen,MD,21001,HARFORDMD,GRACE WOODS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Non Member,9999,"Metropolitan Regional Information Systems, Inc.",MRIS1,(301) 838-7200,Cash,StandardSale,StandardSale,StandardSale,0,2024,0.06,,FeeSimple,Yes,No,Yes,Monthly,180,Monthly,2024,1,2280,Excellent,3,2,1,Three,Traditional,"Main,Upper1",,Yes,1,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1730,550,Excellent,,
MDHR2033464,RES,Closed,2,2,7/8/24,7/9/24 0:00,12/25/24,12/20/24,"$654,035 ","$680,640 ","$680,640 ",753,,Sagebrush,,Aberdeen,MD,21001,HARFORDMD,GILBERT MEADOWS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,John Oluyemi,3047230,Samson Properties,SAMP20,(443) 542-2251,Conventional,StandardSale,StandardSale,StandardSale,0,2024,0.19,,FeeSimple,No,No,Yes,Monthly,25,Monthly,2024,1,3978,Excellent,6,4,,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,3010,968,Excellent,,
MDHR2033458,RES,Closed,6,6,7/8/24,7/16/24 0:00,8/26/24,8/23/24,"$445,000 ","$445,000 ","$445,000 ",630,,Westwood,,Aberdeen,MD,21001,HARFORDMD,WOODLAND HILLS,Yuriy Voznyy,3245966,"Fathom Realty MD, LLC",FHOM1,(410) 874-8111,Michael Frank,3051475,"EXP Realty, LLC",EXXP1,(888) 860-7369,Conventional,StandardSale,StandardSale,StandardSale,4045,2024,0.34,R,FeeSimple,No,No,No,,,,1986,39,3270,,3,2,1,Two,Rancher,"Lower1,Main",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,2100,1170,,,
MDHR2033432,RES,Closed,6,6,7/4/24,7/12/24 0:00,8/12/24,8/12/24,"$389,990 ","$389,990 ","$390,000 ",1323,,Spindrift,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Betsy E Counts,122772,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Stephanie Lynn Smith,3330216,Douglas Realty LLC,DOGR1,(410) 255-3690,FHA,StandardSale,StandardSale,StandardSale,2951,2024,0.08,,FeeSimple,No,No,Yes,Monthly,93,Monthly,2019,6,2296,,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,No,BsmtLaundry,,7,Yes,No,No,StandardSale,BRIGHT,1536,760,,,100
MDHR2033420,RES,Closed,10,10,7/5/24,7/14/24 0:00,8/16/24,8/16/24,"$439,900 ","$439,900 ","$440,000 ",4739,,Thistle Hill,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Nadia Aminov,112109,"Long & Foster Real Estate, Inc.",LNG1,(240) 497-1700,Edward L. Garono,28597,Cummings & Co Realtors,CCRL8,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,3068,2024,0.1,TH,FeeSimple,No,No,Yes,Monthly,85,Monthly,2007,18,3426,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,2186,1240,,,
MDHR2033324,RES,Closed,7,7,7/2/24,7/11/24 0:00,7/31/24,7/31/24,"$259,900 ","$259,900 ","$259,900 ",33,,Gunnison,,Aberdeen,MD,21001,HARFORDMD,ROYAL ACRES,Lee E. Eder,26934,American Dream Realty and Management,ADRAM1,(443) 640-0090,Judy A Deese,3110993,Coldwell Banker Realty,CBRB16,(410) 327-2200,Conventional,StandardSale,StandardSale,StandardSale,2262,2024,0.21,R,FeeSimple,No,No,No,,,,1950,75,1064,VeryGood,3,1,,One,Rancher,Main,,No,2,No,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1064,0,VeryGood,,
MDHR2033176,RES,Closed,3,3,6/10/24,7/14/24 0:00,8/23/24,8/23/24,"$400,000 ","$400,000 ","$457,000 ",635,,Westwood,,Aberdeen,MD,21001,HARFORDMD,WOODLAND HILLS,Bob Kimball,25228,Redfin Corp,REFC4,(410) 202-8454,Thomas D Malenski,27812,Home Selling Assistance,HSA3,(410) 256-3939,Conventional,StandardSale,StandardSale,StandardSale,4514,2024,0.46,R,FeeSimple,No,No,No,,,,1982,43,2392,,3,2,,Two,RaisedRanch,Main,,Yes,2,Yes,HasLaundry,,,Yes,No,No,StandardSale,BRIGHT,2392,0,,,
MDHR2033388,RES,Closed,4,4,7/3/24,7/8/24 0:00,8/9/24,8/8/24,"$574,900 ","$600,000 ","$595,000 ",735,,Kicker,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Robert J Breeden,3024062,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE034,(410) 583-0400,Thomas Bennett,3344090,Samson Properties,SAMP31,(443) 317-8125,Conventional,StandardSale,StandardSale,StandardSale,4439,2024,0.28,R,FeeSimple,No,No,Yes,Monthly,93,Monthly,2014,11,3076,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3076,0,,,
MDHR2033280,RES,Closed,11,11,7/1/24,7/21/24 0:00,8/16/24,8/16/24,"$375,000 ","$375,000 ","$375,000 ",1240,,Fenwick,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Steve G Mwaura,3342183,VYBE Realty,VYBE1,(410) 220-4648,Ryan P Sullivan,3090940,Cummings & Co Realtors,CCRL8,(410) 823-0033,VA,StandardSale,StandardSale,StandardSale,2956,2024,0.08,TH,FeeSimple,No,No,Yes,Monthly,93,Monthly,2020,5,2012,,3,2,2,Three,Traditional,Main,,Yes,1,No,,,,Yes,No,No,StandardSale,BRIGHT,1552,460,,,
MDHR2033316,RES,Closed,5,5,6/26/24,7/15/24 0:00,9/3/24,8/16/24,"$270,000 ","$270,000 ","$280,000 ",25,,Taft,,Aberdeen,MD,21001,HARFORDMD,BALDWIN MANOR,Timothy Langhauser,3044472,"Compass Home Group, LLC",COMPHG1,(443) 360-0086,Kevin S Bandy,94520,ExecuHome Realty,EXER7,(443) 384-4000,Conventional,StandardSale,StandardSale,StandardSale,2683,2024,0.06,TH,FeeSimple,No,No,Yes,Monthly,42,Monthly,2007,18,2110,,4,2,1,Three,Colonial,"Main,Upper2",,Yes,,No,,,,Yes,No,No,StandardSale,BRIGHT,1560,550,,,
MDHR2032938,RES,Closed,37,37,6/20/24,8/2/24 0:00,8/13/24,8/9/24,"$229,900 ","$175,000 ","$178,000 ",112,,Osborne,,Aberdeen,MD,21001,HARFORDMD,OSBORN TRACK,Dennis A Michalos,3108330,Lazar Real Estate,LAZAR1,(410) 844-0030,Dennis A Michalos,3108330,Lazar Real Estate,LAZAR1,(410) 844-0030,Cash,StandardSale,StandardSale,StandardSale,2099,2024,0.13,R,FeeSimple,No,No,No,,,,1917,108,1452,,3,2,,Two,Traditional,"Lower1,Upper1",,Yes,,No,,,,No,No,No,StandardSale,BRIGHT,1102,350,,,
MDHR2033310,RES,Closed,2,2,7/2/24,7/3/24 0:00,8/30/24,8/20/24,"$464,990 ","$464,990 ","$464,990 ",913,,Playfair Terrace,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Mahele Muriel Tshita,3022444,Keller Williams Preferred Properties,KWPP1,(240) 737-5000,FHA,StandardSale,StandardSale,StandardSale,0,2024,0.05,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2024,1,2196,Excellent,3,2,2,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,2196,,Excellent,,
MDHR2033268,RES,Closed,8,8,6/30/24,7/10/24 0:00,8/9/24,8/8/24,"$348,900 ","$353,900 ","$353,900 ",908,,Edmund,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Jedd Cheshier,3032855,Taylor Properties,TAYL1,(301) 970-2447,Daniel Brant Webber,3311523,Cummings & Co Realtors,CCRL8,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,2953,2024,0.19,R,FeeSimple,No,No,No,,,,1982,43,1600,,4,1,1,Three,SplitLevel,"Lower1,Upper1",,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,1600,0,,,
